tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,,
5.68E+17,negative,0.6588,Late Flight,0.6588,US Airways,,unicatfan,,0,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,"[35.22604872, -80.93863381]",2015/2/18 16:52,"脺T: 41.5333,-93.62944",Central Time (US & Canada),,
5.68E+17,negative,1,Flight Attendant Complaints,0.3489,US Airways,,DAngel082,,0,@USAirways so far I've gotten six different answers,,2015/2/18 16:51,New York,,,
5.68E+17,negative,1,Flight Booking Problems,1,US Airways,,ximplosionx,,0,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,,2015/2/18 16:50,"Redmond, WA",Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,StefThinks,,0,"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...",,2015/2/18 16:49,Here,Eastern Time (US & Canada),,
5.68E+17,negative,1,Flight Attendant Complaints,0.6573,US Airways,,mma718,,0,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,,2015/2/18 16:48,"Queens, New York",,,
5.68E+17,negative,1,Lost Luggage,1,US Airways,,DAngel082,,1,@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.,,2015/2/18 16:40,New York,,,
5.68E+17,negative,1,Customer Service Issue,0.6526,US Airways,,ximplosionx,,0,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,,2015/2/18 16:40,"Redmond, WA",Eastern Time (US & Canada),,
5.68E+17,negative,1,Late Flight,1,US Airways,,mma718,,0,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,,2015/2/18 16:38,"Queens, New York",,,
5.68E+17,negative,1,Customer Service Issue,0.3558,US Airways,,od2be2003,,0,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.,,2015/2/18 16:15,"Dallas, TX",Eastern Time (US & Canada),,
5.68E+17,negative,1,Can't Tell,1,US Airways,,od2be2003,,0,@USAirways you run a piece of shit airline!!  Thanks for ruining AA,,2015/2/18 16:08,"Dallas, TX",Eastern Time (US & Canada),,
5.68E+17,negative,0.6669,Customer Service Issue,0.6669,US Airways,,AnnetteNaif,,0,鈥淍USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.鈥?Confirmation code?,,2015/2/18 16:06,New York & Worldwide,Eastern Time (US & Canada),,
5.68E+17,negative,0.6717,Bad Flight,0.3573,US Airways,,mma718,,0,@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier,,2015/2/18 16:05,"Queens, New York",,,
5.68E+17,negative,1,Can't Tell,0.3579,US Airways,,thefisch26,,0,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?",,2015/2/18 15:51,"Washington, DC",Central Time (US & Canada),,
5.68E+17,negative,1,Late Flight,1,US Airways,,CAVHkraMriA,,0,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,,2015/2/18 15:45,,Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,NickAbel5,,0,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",,2015/2/18 15:44,,,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,shammywhits,,0,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,,2015/2/18 15:44,"Syracuse, New York",Eastern Time (US & Canada),,
5.68E+17,negative,1,Can't Tell,0.3635,US Airways,,mma718,,0,@USAirways I don't think I've ever had a us airways flight that went smoothly.,,2015/2/18 15:36,"Queens, New York",,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,NickAbel5,,0,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL,,2015/2/18 15:24,,,,
5.68E+17,negative,1,Flight Attendant Complaints,0.6452,US Airways,,trevels11,,0,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks",,2015/2/18 15:20,Terrapin Station,,,
5.68E+17,negative,1,Late Flight,0.3441,US Airways,,mma718,,0,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,,2015/2/18 15:19,"Queens, New York",,,
5.68E+17,negative,1,Late Flight,1,US Airways,,mma718,,0,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good",,2015/2/18 15:08,"Queens, New York",,,
5.68E+17,negative,1,Late Flight,1,US Airways,,ERnurseMatt,,0,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,,2015/2/18 15:07,"Kansas, USA",Central Time (US & Canada),,
5.68E+17,negative,1,Cancelled Flight,0.7113,US Airways,,hinabinaa,,0,"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you.",,2015/2/18 14:54,,Central Time (US & Canada),,
5.68E+17,negative,1,Cancelled Flight,1,US Airways,,N0SBIGLEM,,0,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.,,2015/2/18 14:50,"san jose , ca",,,
5.68E+17,negative,1,Can't Tell,1,US Airways,,MarciaVeronicaa,,1,@USAirways just lost a faithful customer.,,2015/2/18 14:39,Connecticut/Vegas,Pacific Time (US & Canada),,
5.68E+17,negative,1,Can't Tell,0.3536,US Airways,,DAngel082,,0,@USAirways  I have 3 times and no one has been able to help me out,,2015/2/18 14:29,New York,,,
5.68E+17,negative,1,Late Flight,1,US Airways,,Scscottish,,0,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",,2015/2/18 14:28,Proud to say I'm from Dundee,Atlantic Time (Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,honorawalsh,,0,"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided.",,2015/2/18 14:27,,,,
5.68E+17,negative,1,Late Flight,0.356,US Airways,,RayAllStar28,,0,@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,,2015/2/18 14:26,"Lawrence, MA",,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,Twinscream1,,0,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks,,2015/2/18 14:26,,,,
5.68E+17,negative,0.6733,Cancelled Flight,0.6733,US Airways,,RayAllStar28,,0,@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready,,2015/2/18 14:22,"Lawrence, MA",,,
5.68E+17,negative,1,Cancelled Flight,0.6711,US Airways,,GignacForLowell,,0,"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",,2015/2/18 14:21,"Lowell, Ma",,,
5.68E+17,negative,0.7012,Cancelled Flight,0.3582,US Airways,,RayAllStar28,,0,"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate",,2015/2/18 14:20,"Lawrence, MA",,,
5.68E+17,negative,0.6794,Lost Luggage,0.6794,US Airways,,DAngel082,,0,@USAirways  thanks! Now I just need to locate where my luggage is!,,2015/2/18 14:18,New York,,,
5.68E+17,negative,0.34,Late Flight,0.34,US Airways,,Kurt_Wirth,,0,"@USAirways Thanks for showing interest...3880 to Greenville, SC.",,2015/2/18 14:12,"脺T: 43.182918,-77.651224",Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,0.6276,US Airways,,od2be2003,,0,@USAirways your app sucks balls compared to @AmericanAir,,2015/2/18 14:10,"Dallas, TX",Eastern Time (US & Canada),,
5.68E+17,negative,1,Late Flight,1,US Airways,,The_Big_Guy27,,0,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,,2015/2/18 14:08,US,Eastern Time (US & Canada),,
5.68E+17,negative,1,Flight Attendant Complaints,1,US Airways,,od2be2003,,0,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",,2015/2/18 13:57,"Dallas, TX",Eastern Time (US & Canada),,
5.68E+17,negative,1,Bad Flight,0.6836,US Airways,,MelaniePanton,,0,"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile",,2015/2/18 13:53,"New York, New York",,,
5.68E+17,negative,1,Flight Booking Problems,0.6818,US Airways,,I_Am_ErikaG,,0,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,,2015/2/18 13:53,"On my phone, USA",Mountain Time (US & Canada),,
5.68E+17,negative,1,Late Flight,0.6842,US Airways,,RayAllStar28,,0,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,,2015/2/18 13:48,"Lawrence, MA",,,
5.68E+17,negative,1,Flight Attendant Complaints,0.6577,US Airways,,RayAllStar28,,0,"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485",,2015/2/18 13:46,"Lawrence, MA",,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,Twinscream1,,0,@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????,,2015/2/18 13:41,,,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,BigDavew2k,,0,@USAirways started trying to reach a real person over an hour ago still no luck,,2015/2/18 13:38,,,,
5.68E+17,negative,0.6344,Can't Tell,0.3333,US Airways,,TroyTrudel,,0,"@USAirways us2118
My wife in Boston says no snow right now.",,2015/2/18 13:36,"脺T: 42.798909,-71.542817",Central Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,BigDavew2k,,0,@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care,,2015/2/18 13:36,,,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,Twinscream1,,0,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks,,2015/2/18 13:35,,,,
5.68E+17,negative,1,Late Flight,0.7108,US Airways,,TroyTrudel,,0,@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218,,2015/2/18 13:25,"脺T: 42.798909,-71.542817",Central Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,scm1133,,0,@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.,,2015/2/18 13:21,,London,,
5.68E+17,negative,1,Cancelled Flight,1,US Airways,,scottcode,,0,@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,,2015/2/18 13:12,,,,
5.68E+17,negative,1,Cancelled Flight,1,US Airways,,as4438,,0,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,,2015/2/18 13:07,,,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,Twinscream1,,0,@USAirways how does that help me when I get no response from there??? #usairwayssucks,,2015/2/18 13:03,,,,
5.68E+17,negative,1,Damaged Luggage,1,US Airways,,TotalRugby,,4,@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,,2015/2/18 13:01,The Rugby Universe ,Berlin,,
5.68E+17,negative,1,Cancelled Flight,1,US Airways,,as4438,,0,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,,2015/2/18 12:52,,,,
5.68E+17,negative,1,Lost Luggage,1,US Airways,,CJLarcheveque,,0,@USAirways strikes again...lost bags. And two of them. #theworst,,2015/2/18 12:51,"Charlotte, NC",,,
5.68E+17,negative,1,Flight Booking Problems,0.3404,US Airways,,Gman818,,0,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again,,2015/2/18 12:51,,,,
5.68E+17,negative,1,Lost Luggage,0.6635,US Airways,,tannapistolis,,0,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?,,2015/2/18 12:43,,Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,0.6479,US Airways,,Kizzinator,,0,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,,2015/2/18 12:24,Boston,Eastern Time (US & Canada),,
5.68E+17,negative,1,Lost Luggage,1,US Airways,,tannapistolis,,0,@USAirways you can't even track my bag to see where it is. It's like it's disappeared.,,2015/2/18 12:20,,Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,0.6788,US Airways,,JuliaSayers,,0,@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp; I've submitted twice online,,2015/2/18 12:20,"Birmingham, AL
",Quito,,
5.68E+17,negative,1,Late Flight,1,US Airways,,tayyp_,,0,"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!","[35.210373, -80.9538682]",2015/2/18 12:15,Made in China,Central Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,DanielaRisa,,0,@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.,,2015/2/18 12:14,"Chicago, IL",Eastern Time (US & Canada),,
5.68E+17,negative,0.6229,Can't Tell,0.6229,US Airways,,BigDavew2k,,0,@USAirways I spent more on the room &amp; transportation then I did the whole flight,,2015/2/18 12:10,,,,
5.68E+17,negative,0.7179,Lost Luggage,0.7179,US Airways,,BigDavew2k,,0,@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend,,2015/2/18 12:09,,,,
5.68E+17,negative,1,Customer Service Issue,0.6989,US Airways,,BigDavew2k,,0,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service,,2015/2/18 12:07,,,,
5.68E+17,negative,1,Lost Luggage,1,US Airways,,BigDavew2k,,0,@USAirways only to come home a day Late Flight to find out you guys have lost my luggage,,2015/2/18 12:06,,,,
5.68E+17,negative,1,Customer Service Issue,0.6596,US Airways,,Kurt_Wirth,,0,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off.",,2015/2/18 12:05,"脺T: 43.182918,-77.651224",Eastern Time (US & Canada),,
5.68E+17,negative,0.6344,Cancelled Flight,0.3333,US Airways,,BigDavew2k,,0,@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,,2015/2/18 12:05,,,,
5.68E+17,negative,1,Can't Tell,0.6424,US Airways,,BigDavew2k,,0,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,,2015/2/18 12:04,,,,
5.68E+17,negative,1,Cancelled Flight,0.6456,US Airways,,BigDavew2k,,0,"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher",,2015/2/18 12:03,,,,
5.68E+17,negative,1,Late Flight,1,US Airways,,MsAmanRm103,,0,"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",,2015/2/18 12:01,"Detroit, MI",,,
5.68E+17,negative,0.6482,Lost Luggage,0.3241,US Airways,,garyatsga,,0,@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,,2015/2/18 11:57,"Dallas, TX",Central Time (US & Canada),,
5.68E+17,negative,1,Lost Luggage,1,US Airways,,tannapistolis,,0,@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.,,2015/2/18 11:53,,Eastern Time (US & Canada),,
5.68E+17,negative,1,Can't Tell,0.66,US Airways,,raisethebarn,,0,@USAirways that wasn鈥檛 my Q but thanks. Wondering why you鈥檙e the only ones. I disguised yours to not call you out. ;) http://t.co/uH6UwuOSC0,,2015/2/18 11:51,"Franklin, TN",Central Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,0.6759,US Airways,,thesherylralph,,0,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,,2015/2/18 11:50,Right where I should be!,Pacific Time (US & Canada),,
5.68E+17,negative,1,Late Flight,1,US Airways,,MsAmanRm103,,0,Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,,2015/2/18 11:49,"Detroit, MI",,,
5.68E+17,negative,1,longlines,0.3367,US Airways,,navydocdro,,0,@USAirways 40 minutes to put my TSA number in鈥?40 mins鈥?and stop holding people hostage with requiring a dividends miles acct. @tsa,,2015/2/18 11:48,"okinawa, japan",,,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,Twinscream1,,0,@USAirways so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks,,2015/2/18 11:46,,,,
5.68E+17,negative,1,Customer Service Issue,0.6827,US Airways,,Twinscream1,,0,"@USAirways really, so what does that mean??? #usairwayssucks",,2015/2/18 11:45,,,,
5.68E+17,negative,1,Late Flight,1,US Airways,,willary,,0,"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain",,2015/2/18 11:43,"Washington, D.C.",Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,annatrubin,,0,"@USAirways the only way to assist, is to actually answer the phone.",,2015/2/18 11:37,,Eastern Time (US & Canada),,
5.68E+17,negative,1,Customer Service Issue,1,US Airways,,navydocdro,,0,@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?,,2015/2/18 11:28,"okinawa, japan",,,
5.68E+17,negative,1,Customer Service Issue,0.6482,US Airways,,navydocdro,,0,@usairways would it kill you to let me put my tsaprecheck number on my reservation?,,2015/2/18 11:24,"okinawa, japan",,,
5.68E+17,negative,1,Flight Booking Problems,1,US Airways,,navydocdro,,0,"@usairways would it kill you to not let 3,000 miles expire",,2015/2/18 11:23,"okinawa, japan",,,
5.68E+17,negative,1,Late Flight,0.6111,US Airways,,navydocdro,,0,@usairways would it kill you to let me know how many minutes I might be on hold?,,2015/2/18 11:23,"okinawa, japan",,,
